"ID";"Nome";"Endereço";"Complemento";"Cidade";"Estado";"País";"E-mail";"Site";"Data de cadastro";"N. Profissionais";"N. Cursos Públicos"
"9691";"Drummond Advisors";"Rua Barão do Triunfo";"612";"São Paulo";"SP";"Brasil";"peopleteam@drummondadvisors.com";"https://drummondadvisors.com/pt/";"22/02/2022";"545";"324"
"9737";"Mark Up Consultoria";"Rua Dante Manosso 354";"";"Apucarana";"Parana";"Brasil";"cursorm@markupconsult.com.br";"";"25/02/2022";"883";"3"
"9775";"Neomind University";"R. Expedicionário Holz, 351";"";"Joinville";"SC";"Brasil";"neominduniversity@neomind.com.br";"";"03/03/2022";"578";"35"
"9857";"Trevilub Distribuidora";"Rua São Gabriel 1503";"";"Americana";"São Paulo";"Brasil";"eduardo@trevilub.com.br";"www.trevilub.com.br";"10/03/2022";"546";"32"
"9870";"Serena Energia";"Rua Elvira Ferraz, nº 68, 12º andar, Conjuntos nº 123 e 124";"";"São Paulo";"São Paulo";"Brasil";"otavio.duarte@preventwork.com";"https://omegaenergia.com.br/";"11/03/2022";"0";"0"
"9942";"PLOT";"Rua Atlântico, 44";"Condomínio Polo Industrial Granja Viana ";"Cotia";"São Paulo";"Brasil";"paula.alves@plot-bt.com.br";"http://www.plot-bt.com.br";"17/03/2022";"44";"8"
"9944";"Baumer Academy";"Av. Pref. Antônio Tavares Leite, 181";"";"Mogi Mirim";"São Paulo";"Brasil";"comunicacao@baumer.com.br";"www.baumer.com.br";"17/03/2022";"1229";"65"
"9974";"Universidade Corporativa Grupo Gorayeb";"Rua Dr. Raul Silva, 1214";"iconnect";"São José do Rio Preto";"SP";"BR";"marketing@inova.house";"www.eggs.com.br";"21/03/2022";"738";"72"
"10022";"KarlaDaiany2";"Rua";"";"Cascavel";"Paraná";"Brasil";"karla.oliveira@twygo.com";"";"23/03/2022";"1734";"0"
"10043";"Universidade JBA";"Praça Carlos Chagas,  49 ";"6° andar";"Belo Horizonte ";"Minas Gerais ";"Brasil";"jba@jba.adv.br";"https://jba.adv.br/";"25/03/2022";"285";"41"
"10075";"Frigo King";"Rodovia Br-280, 13700";"Fundos";"Guaramirim";"SC";"Brasil";"tecom@frigoking.com.br";"www.frigoking.com.br";"29/03/2022";"1031";"7"
"10153";"Sintel Tecnologia e Informação";"R. do Paraíso, 595";"12° andar";"São Paulo";"SP";"Brasil";"marilia.carvalho@sintel.com.br";"";"01/04/2022";"276";"131"
"10190";"FUNDAMENTAL SEEDS";"111111111111111";"111111111111";"111111111111111111";"11111111111111";"1111111111111";"ricardo.lucas@euax.com.br";"111111111111111";"05/04/2022";"0";"0"
"10199";"Brasilux Tintas Técnicas";"Rua Bambozzi, 240/261";"";"Matão ";"SP";"BR";"rh@brasilux.com.br";"";"06/04/2022";"96";"15"
"10246";"Unidentis Assistência Odontológica";"Av. Maximiano Figueiredo";"94";"João Pessoa ";"Paraíba";"Brasil";"financeiro@unidentis.com.br";"unidentis.com.br";"11/04/2022";"7955";"130"
"10268";"PALFINGER";"Rua Flávio Francisco Bellini, 350";"";"Caxias do Sul";"RS";"Brasil";"j.cintra@palfinger.com";"palfinger.com";"12/04/2022";"1257";"2"
"10277";"CliqCursos";"XXXXX";"XX";"xx";"xx";"BR";"suporte@cursoscliq.com";"";"13/04/2022";"3220";"25"
"10337";"Guaraves";"RODOVIA PB 075 KM 2";"RODOVIA PB 075 KM 2";"Guabariba ";"Paraíba ";"Brasil";"elis.ane@guaraves.com.br";"";"19/04/2022";"5691";"75"
"10338";"GM DOS REIS INDUSTRIA E COMERCIO LTDA";"XXXXX";"XX";"xx";"xx";"BR";"qualidade@gmreis.com.br";"";"19/04/2022";"357";"43"
"10371";"Meu Locker";"Av. Francisco Sá n° 241";"";"Belo Horizonte";"MG";"Brasil";"raissa@meulocker.com.br";"meulocker.com.br";"25/04/2022";"123";"2"
"10481";"Panda Corp.";"Rua Teste";"";"Cidade Teste";"Estado Teste";"País Teste";"vinicius.coelho@twygo.com";"";"04/05/2022";"0";"0"
"10501";"Ricardo Almeida";"Rua Rodolfo Miranda, 494";"";"São Paulo";"SP";"Brasil";"desenvolvimento@ricardoalmeida.com.br";"www.ricardoalmeida.com.br";"05/05/2022";"572";"41"
"10503";"Aliar Proteção Patrimonial Mutualista";"Avenida Castelo Branco";"821";"Ipatinga";"MG";"Brasil";"contacomigo@aliar.org.br";"www.aliar.org.br";"05/05/2022";"87";"57"
"10555";"Ernesto Borges Advogados";"Rua XV de Novembro, 2029";"";"Campo Grande";"Mato Grosso do Sul";"Brasil";"educacaocorporativa@ernestoborges.com.br";"";"10/05/2022";"1988";"193"
"10556";"Laboratório Reunidos";"Avenida Ipiranga, 4080";"";"Umuarama ";"Paraná ";"Brasil ";"contato@labreunidos.com.br";"www.labreunidos.com.br";"10/05/2022";"124";"37"
"10637";"Control";"AV MINAS GERAIS";"671";"JOÃO PESSOA";"PARAÍBA";"BRASIL";"cristiane.monteiro@control.eng.br";"";"13/05/2022";"0";"0"
"10685";"Maq-Larem";"AV. PRESIDENTE EPITÁCIO PESSOA";"SL.01";"JOÃO PESSOA";"PARAÍBA";"BRASIL";"rh@maq-larem.com.br";"";"18/05/2022";"0";"0"
"10751";"Zuri Academy";"Avenida Pedroso de Morais";"631 - conjunto 111";"São Paulo";"SP";"Brasil";"pamela.veiga@gozuri.com";"";"23/05/2022";"300";"29"
"10755";"Lexsis Sistemas de Informática Ltda";"Av Cristovão Colombo, 2955 / 401";"";"Porto Alegre";"RS";"Brasil";"suporte@lexsis.com.br";"lexsis.com.br";"24/05/2022";"505";"17"
"10785";"Luft Logistics ";"Rod. Pres. Castello Branco 11.100";"";"Barueri ";"São Paulo ";"Brasil ";"yasmim.ribeiro@luft.com.br";"www.luft.com.br";"26/05/2022";"1502";"51"
"10804";"RME Academy";"Rua Lopes Trovão, 318";"Sala 703";"Niterói";"Rio de Janeiro";"Brasil";"aurora.ferraz@rmeconsultoria.com";"www.rmeconsultoria.com";"27/05/2022";"151";"67"
"10815";"Consórcio Primo Rossi";"XXXXX";"XX";"xx";"xx";"Brasil";"treinamento@primorossiabc.com.br";"";"30/05/2022";"510";"29"
"10908";"Universidade Klassmatt";"R. Gomes de Freitas, 350";"";"Porto Alegre";"RS";"Brasil";"universidade@klassmatt.com";"https://klassmatt.com/";"06/06/2022";"870";"55"
"10931";"Tyr Energia";"Rua Visconde de Pirajá, 572";"7º andar";"Rio de Janeiro";"RJ";"Brasil";"clarissa.ott@tyrenergia.com.br";"";"08/06/2022";"483";"8"
"10959";"LIGHTHOUSE-SMS CONSULTORIA E TREINAMENTO LTDA";"Rua do Pontal";"S/N";" Macaé";"Rio de Janeiro";"Brasil";"suporte@grupolighthouse.com.br";"https://www.grupolighthouse.com.br/";"10/06/2022";"9396";"140"
"10960";"Programa Evoluindo Juntos";"Estrada são Lourenço";"Quadra 21 Lote 1";"Duque de Caxias";"Rio de Janeiro";"Brasil";"treinamento@arsaraujo.com.br";"";"10/06/2022";"546";"94"
"11000";"Grupo Nonna";"Avenida Brasil, 1666";"12 andar";"Belo Horizonte";"Minas Gerais";"Brasil";"josiane.cunha@grupononna.com.br";"www.grupononna.com.br";"14/06/2022";"4941";"12"
"11045";"Academy";"x";"x";"xx";"x";"x";"contato@qacoders-treinamento.com";"";"20/06/2022";"4000";"22"
"11067";"MKS Serviços Especiais de Engenharia";"Rua Frederico Mentz, 1606  ";"Loja 116";"Porto Alegre";"RS";"Brasil";"rh@mksintegridade.com";"www.mksintegridade.com";"21/06/2022";"707";"11"
"11109";"Hybex - Hybrid Experience";"";"";"";"São Paulo";"Brasil";"universidade@hybex.com.br";"";"24/06/2022";"72";"42"
"11154";"Academy Service";"1";"";"1";"1";"1";"viviane.lucas@crearesistemas.com.br";"";"06/04/2022";"0";"0"
"11179";"CONNECT BOA";"AVENIDA DOS IMIGRANTES ITALIANOS";"";"JUNDIAI";"SP";"BRASIL";"treinamento@smboa.com.br";"";"30/06/2022";"10030";"3"
"11202";"Parceira Prod Karla";"teste";"";"Cascavel";"Paraná";"Brasil";"karla.oliveira@euax.com.br";"";"02/07/2022";"0";"0"
"11235";"Universidade Hiperfarma";"Rua Roberto Faria, 180";"";"Curitiba";"PR";"Brasil";"tecnologia@redehiperfarma.com.br";"https://redehiperfarma.com.br/";"05/07/2022";"428";"8"
"11335";"DeMaria";"Av. Dr. Sebastião Henrique da Cunha Pontes, nº 8000/8500 ";"Galpão D2 - Condomínio Century Industrial ";"São José dos Campos, SP";"São Paulo";"Brasil";"jonatas@sacdemaria.com.br";"https://demaria.com.br/";"11/07/2022";"83";"37"
"11393";"VITAO ALIMENTOS";"Rua Alfredo Constantino Moro, 312";"";"Curitiba";"PR";"BR";"jorge.amaral@vitao.com.br";"https://vitao.com.br/";"14/07/2022";"1348";"5"
"11405";"Amakha Paris";"R. do Sacramento, 522 ";"";"São Bernardo do Campo";" SP";"Brasil";"treinamentosamakhaparis2@gmail.com";"www.amakhaparis.com.br/";"15/07/2022";"134639";"68"
"11450";"Azevedo Tintas e Equipamentos";"Avenida Marginal SP 340 Pista Norte";"Galpao 204";"Jaguariúna";"SP";"Brasil";"priscila@azevedotintas.com.br";"www.azevedotintas.com.br";"19/07/2022";"0";"0"
"11554";"IBCP Cursos";"Rua Dr. Gilberto Stuarte, Nº 55.";"Sala 1018";"Fortaleza";"Ceará";"Brasil";"contato@ibcpcursos.com.br";"www.ibcpcursos.com.br";"26/07/2022";"373";"1"
"11605";"Potenti Soluções em Eletroenergia";"Rua Ernesto Holz";"66";"São Miguel do Oeste";"SC";"Brasil";"toffoli.eng@gmail.com";"";"29/07/2022";"234";"6"
"11630";"New Org Prod";"";"";"";"";"";"karla.oliveira@euax.com.br";"";"02/08/2022";"0";"0"
"11634";"Metalúrgica Trapp Ltda";"Av. Pref. Waldemar Grubba, 4545";"";"Jaraguá do Sul";"SC";"BR";"escola@trapp.com.br";"www.trapp.com.br";"02/08/2022";"1764";"74"
"11697";"Twygo Connect";"xx";"xx";"x";"x";"x";"sophia@twygo.com";"twygo.com";"05/08/2022";"8106";"93"
"11745";"CREDIATIVOS SOLUÇÕES FINANCEIRAS LTDA";"Rua Tabapuã";"82";"São Paulo";"SP";"BR";"treinamento@crediativos.com.br";"https://www.crediativos.com/";"10/08/2022";"2908";"21"
"11750";"Mundo à Parte Fisioterapia Veterinária";"Av Otto Niemeyer, 185";"";"Porto alegre";"RS";"Brasil";"contato@mundoaparte.com.br";"www.mundoaparte.com.br";"10/08/2022";"709";"40"
"11766";"EcoTrust Academy";"Rua Pais Leme, 524";"10º andar";"São Paulo";"São Paulo";"Brasil";"certificados@ecotrust.io";"https://ecotrust.io";"12/08/2022";"591";"7"
"11775";"Mundo Verde";"AV BARAO DE ITAPURA, 2294";"ANDAR 12 SALA 125 - A";"CAMPINAS";"São Paulo";"Brasil";"atendimento@grupomundoverde.com.br";"https://www.mundoverde.com.br/";"15/08/2022";"1179";"103"
"11827";"Twygo demonstrações";"Rua Coronel Santiago";"Prédio Agora Tech";"Joinville";"Santa Catarina";"Brasil";"angelica.pazetto@twygo.com";"www.twygo.com";"17/08/2022";"85";"29"
"11835";"UNIGESCAP";"Rua Parobe";"";"Gramado";"RS";"Brasil";"contato@gescap.com.br";"";"18/08/2022";"470";"142"
"11947";"YESSINERGY DO BRASIL AGROINDUSTRIAL LTDA";"Rua Wellman Galvão de França Rangel, Nº 663";"";"Campinas";"SP";"Brasil";"henrique.santos@yes.ind.br";"https://yessinergy.com/";"29/08/2022";"18";"5"
"11989";"ANFAVEA";"Avenida Indianópolis, 496";"";"São Paulo";"SP";"Brasil";"marcia@anfavea.com.br";"www.anfavea.com.br";"31/08/2022";"1958";"5"
"12084";"Salgado Junior";"0000";"";"00000";"00";"00";"fernando.euax@gmail.com";"";"12/09/2022";"1045";"40"
"12101";"CADIS  ";"Rua Dona Inácia Uchoa";"136";"São Paulo";"SP";"Brasil";"falecomagente@cadis.com.br";"";"13/09/2022";"128";"27"
"12144";"Alvorada";"Av. Presidente Tancredo Neves";"";"São Borja";"RS";"Brasil";"alvorada@alvorada-rs.com.br";"www.alvorada-rs.com.br";"16/09/2022";"540";"9"
"12165";"FutureBrand";"R Natingui, 862 ";"Cnj 525";"São Paulo ";"SP ";"Brasil";"administrativo@futurebrand.com";"https://www.futurebrand.com/br";"19/09/2022";"336";"11"
"12210";"Disapar Suprimentos Industriais ";"Rua Visconde de Cairu";"D, 401";"Chapecó";"Santa Catarina";"Brasil";"contato@disapar.com.br";"https://www.disapar.com.br/";"22/09/2022";"64";"6"
"12244";"ELCOP ACADEMY";" R. 28, 50";"";"Goiânia ";"GO";"BR";"adriana.vieira@elcop.eng.br";"";"26/09/2022";"1328";"36"
"12506";"EAD - TOTVS PAULISTA";"Av. Ibirapuera, 2315";"";"São Paulo";"SP";"BR";"sidney.junior@totvs.com.br";"";"14/10/2022";"47";"8"
"12507";"BioKonhecimento Academy";" R. Cel. Gomes Machado, 358";"";"Niterói";"RJ";"BR";"marcela.fernandes@biosys.com.br";"grupokovalent.com.br";"14/10/2022";"1494";"36"
"12533";"Grupo MedNet Franchising";" R. Padre Manoel da Nóbrega, 226";"";"Americana";"São Paulo";"Brasil";"ead@grupomednet.com.br";"www.grupomednet.com.br";"17/10/2022";"1907";"53"
"12597";"Omnilink Tecnologia";"Alameda Tocantins, 350";"Andar 13";"Barueri";"SP";"Brasil";"treinamento.omnilink@omnilink.com.br";"https://www.omnilink.com.br/";"24/10/2022";"7233";"62"
"12711";"Aquário";"Av. Pref Sincler Sambatti, 9479.";"Indústria";"Maringá";"Paraná";"Brasil";"treinamento@aquario.com.br";"https://aquario.com.br/";"03/11/2022";"1120";"19"
"12716";"DMS ACADEMY";"00000";"0000";"0000";"0000";"00";"peopledevelopment@dmslog.com";"";"03/11/2022";"736";"62"
"12754";"ACG ®";"RUA RITA FIAMONCINI";"011";"GUARAMIRIM";"SC";"BRASIL";"cursos@acgengenharia.com";"www.acgengenharia.com";"07/11/2022";"2674";"24"
"12801";"Escola Sapore";"Avenida Antônio Artioli, nº 570";" Edifício Altdorf, Condomínio Swiss Park Office ";"Campinas";"São Paulo";"BR";"joao.roiffe@sapore.com.br";"";"10/11/2022";"3386";"30"
"12896";"Academia de Treinamento Corporativo";"Avenida Tiradentes, 4263";"1º andar";"Guarulhos";"SP";"BR";"thiago.silva@masteraviacao.com.br";"www.narciso.news";"16/11/2022";"13801";"326"
"12897";"BODIPASA";"Professor Sarmento Barata";"34";"Porto Alegre";"RS";"Brasil";"alessander.baldi@bodipasa.com.br";"";"16/11/2022";"465";"26"
"13020";"Marko University";"Av. Indianópolis, 1500";"";"São Paulo";"São Paulo";"Brasil";"rmedeiros@marko.com.br";"";"25/11/2022";"351";"73"
"13024";"Môre Design";"Rua Fernão Dias 106";"CJ 09";"São Paulo ";"SP";"Brasil";"moremais@more.design";"www.more.tt";"25/11/2022";"341";"22"
"13038";"RealPadrão ";"Av. Santos Dumont";"2828";"Fortaleza";"CE";"55";"fernando.euax@gmail.com";"www.realpadrao.com.br";"28/11/2022";"569";"27"
"13064";"Projelet";"Av. Afonso Pena";"2918";"Belo Horizonte";"Minas Gerais";"BR";"laura.paiva@projelet.com.br";"projelet.com.br";"29/11/2022";"313";"161"
"13084";"BluePartner Soluções em TI";"Rua SAO PAULO, 600";"Sala 5";"Blumenau";"SC";"Brasil";"learn@bluepartner.com.br";"www.bluepartner.com.br";"30/11/2022";"466";"35"
"13123";"Icaro Tech";"Ed. Glicério Office Building, Av. Francisco Glicério, 2331";"9º andar";"Campinas ";"SP";"Brasil";"ti@icarotech.com";"icarotech.com";"02/12/2022";"498";"166"
"13140";"Tecnomotor Distribuidora S/A";"R MARCUS VINICIUS DE MELLO MORAES, 704";"";"SAO CARLOS";"São Paulo";"Brasil";"contato@tecnodux.com.br";"http://www.tecnomotor.com";"05/12/2022";"1337";"33"
"13154";"Euax-Ang7";"Av Brasil";"";"Cascavel";"PR";"Brasil";"angelica.budziak@twygo.com";"";"06/12/2022";"2";"3"
"13160";"Port Promotora";"R. Padre Carapuceiro, 858";"Sala 612";"Recife";"Pernambuco";"Brasil";"rigel@vempraport.com.br";"https://www.portpromotora.com.br/";"06/12/2022";"274";"49"
"13232";"Improvefy University";"Alameda Vicente Pinzon, 54";"";"São Paulo";"SP";"Brasil";"suporte@improvefy.com";"improvefy.com";"09/12/2022";"168";"7"
"13235";"Fundação Zerrenner";"Av. Brg. Faria Lima, 3900 ";"";"São Paulo";"SP";"BR";"rh@fahz.com.br";"";"09/12/2022";"568";"37"
"13262";"GEOAMBIENTE S/A";"Av. Francisco Ferreira da Cruz, 2979";"";"Fazenda Rio Grande";"PR";"Brasil";"marcela@geoambiente.eng.br";"www.geoambiente.eng.br";"12/12/2022";"526";"38"
"13295";"Hotéis Deville";"Rua Visconde de Nácar, 1440";"18º andar";"Curitiba";"Paraná";"Brasil";"josibel.rh@deville.com.br";"www.deville.com.br";"13/12/2022";"1567";"145"
"13328";"Force Educa ";"Rua Guararapes, 233";"";"Cianorte";"Paraná ";"Brasil";"marketing@forceoneacademia.com.br";"forceoneacademia.com.br";"15/12/2022";"956";"0"
"13394";"Crescento Consultoria Financeira";"Rua São Sebastião, 911";"";"Juiz de Fora";"Minas Gerais";"Brasil";"maria.eduarda@crescento.com.br";"www.crescento.com.br";"21/12/2022";"295";"26"
"13448";"UCP - Universidade Corporativa Primaveras";"";"";"";"";"";"treinamentos@primaveras.com.br";"";"27/12/2022";"419";"57"
"13465";"Selbetti Academy";"Rua Padre Kolb,723";"";"Joinville";"SC";"Brasil";"karen.nobile@selbetti.com.br";"www.selbetti.com.br";"29/12/2022";"258";"86"
"13550";"Industry4Her";"Avenida Professor Almeida Prado , nº 532";"prédio : 65 - 1º andar.";"São Paulo";"São Paulo";"Brasil";"vdi@vdibrasil.com.br";"";"09/01/2023";"536";"39"
"13570";"Agroceres PIC";"RUA 1 JN, 1411 ";"PISO SUP. - SALA 18";"RIO CLARO";"SÃO PAULO";"BRASIL";"marketing.agpic@agroceres.com";"agrocerespic.com.br";"10/01/2023";"673";"57"
"13582";"Eficiência Hospitalista";"Rua Regente, 245";"404";"Porto Alegre";"RS";"Brasil";"comercial@eficienciahospitalar.com.br";"www.eficienciahospitalar.com.br";"10/01/2023";"863";"21"
"13608";"SophiaTech";"0000000000";"000000";"000000000";"000000000";"000000000";"daniel.heinz@twygo.com";"";"11/01/2023";"6";"32"
"13611";"SophiaTech";"000000";"000";"00000";"00000";"00000";"daniel.heinz@twygo.com";"";"11/01/2023";"6";"19"
"13613";"SophiaTech";"";"";"";"";"";"daniel.heinz@twygo.com";"";"11/01/2023";"6";"12"
"13616";"SophiaTech School";"";"";"";"";"";"daniel.heinz@twygo.com";"";"11/01/2023";"6";"7"
"13670";"Budziak - Parceira 1";"";"";"";"";"";"angelica.budziak@twygo.com";"";"12/01/2023";"0";"0"
"13728";"Medicar Soluções em Saúde";"Av. Caramuru";"644";"Ribeirão Preto";"São Paulo";"Brasil";"johnny.singh@medicar.com.br";"";"16/01/2023";"2052";"148"
"13929";"Instituto Primordial";"Rua Padre Chico, 221";"402";"São Paulo";"São Paulo";"Brasil";"contato@institutoprimordial.com";"https://www.dradeniselellis.com.br/instituto-primordial/";"24/01/2023";"248";"5"
"14076";"DOGMA Serviços";"";"";"Botucatu ";"SP";"Brasil";"patricia.garcia@dogma.com.br";"www.dogma.com.br";"31/01/2023";"2144";"6"
"14091";"Fiori do Brasil";"Avenida Ernesto Neugebauer  - 1764";"";"PORTO ALEGRE";"Rio Grande do Sul";"Brasil";"atendimento@fiorigroup.com.br";"fioridobrasil.com.br";"01/02/2023";"22";"2"
"14124";"Selecty Tecnologia para RH";"Rua Professor Pedro Viriato Parigot de Souza";"0000000000000000000000000";"Curitiba ";"PR";"Brasil ";"cs@selecty.com.br";"";"02/02/2023";"1861";"4"
"14147";"SANE- SOCIEDADE DE ANESTESIOLOGIA";"AV. PRAIA DE BELAS";"1212 sala 1518";"Porto Alegre";"RIO GRANDE DO SUL";"Brasil";"cet@saners.com.br";"https://saners.com.br";"03/02/2023";"82";"7"
"14183";" Consultoria Twygo";"Rua Teste ";"Bairro Teste ";"Joinville";"Santa Catarina";"Brasil";"treinamento@twygo.com";"www.twygo.com";"07/02/2023";"24";"0"
"14267";"Universidade Agrocete";"";"";"Ponta Grossa";"Paraná";"Brasil";"universidade@agrocete.com";"https://universidade.agrocete.com.br/play";"13/02/2023";"505";"121"
"14277";"Animasom ";"Praça Pinto Peixoto ";"10";"Rio de Janeiro ";"RJ";"Brasil";"alessandra@animasom.com.br";"https://www.animasom.com.br/";"13/02/2023";"873";"15"
"14322";"Etapa Educacional";"Rua Vergueiro, 1883";"";"São Paulo";"São Paulo";"Brasil";"atendimento@sistemaetapa.com.br";"https://etapa.com.br";"15/02/2023";"1437";"31"
"14510";"Boehringer Ingelheim";"00000000000000000";"000000000000";"São Paulo";"São Paulo";"Brasil";"COMPLIANCEBRASIL.BR@boehringer-ingelheim.com";"";"02/03/2023";"384";"1"
"14573";"Escola do Carro";"Rua Doutor Baeta Neves";"114";"São Bernardo do Campo";"São Paulo";"Brasil";"mkt@ctrlssoft.com.br";"https://escoladocarro.com.br/";"06/03/2023";"83";"5"
"14577";"ActionCOACHSC";"";"";"";"";"";"vinicius@actioncoachsc.com.br";"";"06/03/2023";"187";"5"
"14623";"Universidade Technocoat";"000000000000000";"000000000000";"0000000000000";"00000000000";"Brasil";"jacqueline.pereira@technocoat.com.br";"";"07/03/2023";"699";"48"
"14626";"Funcional Academy";"";"";"";"";"";"funcionalacademy@funcional.com";"";"07/03/2023";"383";"8"
"14693";"Angelica - Twygo 10";"";"";"";"";"";"angelica.budziak@twygo.com";"";"09/03/2023";"0";"0"
"14715";"FM Serviços de Física Médica e Proteção Radiológica";"";"";"";"";"";"brunafmservicos@gmail.com";"";"10/03/2023";"804";"7"
"14829";"Educação Contínua Farmácias Morifarma";"";"";"";"";"";"stella.martines@morifarma.com.br";"www.morifarma.com.br";"15/03/2023";"3174";"103"
"14896";"Kofre Tecnologia";"";"";"";"";"";"fabianavilar@kofre.com.br";"";"20/03/2023";"352";"370"
"14965";"EDF Brasil";"";"";"";"";"";"otavio.duarte@preventwork.com";"";"23/03/2023";"0";"0"
"15000";"Academia Shift - Clientes";"";"";"São José do Rio Preto";"São Paulo";"Brasil";"suporteacademia@shift.com.br";"";"24/03/2023";"5722";"452"
"15082";"PG Academy";"R DOS TRES IRMAOS";"";"Barueri";"São Paulo";"Brasil";"leda.oliveira@partner1.com.br";"https://fidelizzamais.com.br/";"29/03/2023";"905";"19"
"15092";"Magias Twygo";"";"";"";"";"";"guilherme.freudenburg@twygo.com";"";"30/03/2023";"122";"33"
"15197";"VOLT AVIATION ";"Rua Doutor Silva Mendes 855";"";"Campinas";"São Paulo";"Brasil";"ivika@volttraining.com.br";"www.volttraining.com.br";"06/04/2023";"3165";"29"
"15249";"Hotel Sonata de Iracema";"Av Beira Mar, 848";"";"Fortaleza";"Ceará";"Brasil";"rh@sonatadeiracema.com.br";"";"10/04/2023";"128";"23"
"15250";"Golden Tulip Ponta Negra";"";"";"Natal";"Rio Grande do Norte";"Brasil";"gtpn.rh01@goldentulip.com.br";"";"10/04/2023";"173";"33"
"15295";"UNITECH Universidade Corporativa";"";"";"";"";"";"rh@officetotal.com.br";"";"11/04/2023";"608";"58"
"15312";"Mundo Livre Digital";"";"";"";"";"";"tarruda@mundolivre.digital";"";"12/04/2023";"121";"63"
"15338";"Dr. Laser Brasil";"Rua Espírito Santo 1892";"3 Andar";"Belo Horizonte";"Minas Gerais";"Brasil";"brenogarcia@drlaser.com.br";"www.drlaser.com.br";"13/04/2023";"1130";"48"
"15397";"HFX";"";"";"";"";"";"fabiana.trematerra@freixenet.com.br";"";"18/04/2023";"83";"13"
"15478";"Mirella Calçados ";"";"";"";"";"";"rafael@redemirella.com.br";"www.mirellacalcados.com.br";"24/04/2023";"307";"7"
"15547";"Questor";"Av. Fernando Machado 3350-D";"";"Chapecó ";"Santa Catarina";"Brasil";"ead@questor.com.br";"https://www.questor.com.br/";"27/04/2023";"14144";"51"
"15551";"ELLENCO EMPREENDIMENTOS IMOBILIÁRIOS LTDA.";"";"";"";"";"";"ti@grupoellenco.com.br";"www.grupoellenco.com.br";"28/04/2023";"51";"50"
"15583";"Alba Energia";"";"";"Pouso Alegre";"MG";"Brasil";"administrativo7@albaenergia.com.br";"https://albaenergia.com.br/";"02/05/2023";"162";"62"
"15602";"IBRASA";"Rua Sete de Abril, 386";"12º andar";" São Paulo";" São Paulo";"Brasil ";"ensino@ibrasa.org.br";"";"04/05/2023";"4492";"38"
"15722";"Doctor Clin Operadora de Planos de Saúde";"Rua General Osório, 938";"";"Novo Hamburgo";"Rio Grande do Sul";"Brasil";"rh@doctorclin.com.br";"www.doctorclin.com.br";"11/05/2023";"1562";"13"
"15964";"Learning+";"R. Carlos Marcondes, 501";"";"São José dos Campos/SP";"São Paulo";"Brasil";"learningplus@spsgroup.com.br";"";"24/05/2023";"388";"107"
"15977";"Universidade iCrop";"";"";"";"";"";"ana.lemos@icrop.com.br";"";"25/05/2023";"311";"54"
"16040";"LEOO Marketing Cloud Company";"";"";"";"";"";"vivaldo.martins@leoo.com.br";"";"28/05/2023";"146";"22"
"16120";"Instituto Mais Brasil";"Heitor Stockler de França, 396";"14° andar,  Sala 1404, Ed. Neo Business";"Curitiba";"Paraná";"Brasil";"apoio@institutomaisbrasil.org.br";"";"01/06/2023";"19012";"62"
"16121";"Bandeirantes Deicmar Logística Integrada";"";"";"";"";"";"treinamento@band-deicmar.com.br";"";"01/06/2023";"1442";"12"
"16169";"Testes Aprender";"";"";"";"";"";"eduardo.schmidt@twygo.com";"";"04/06/2023";"0";"0"
"16183";"Assino Crédito Imobiliário";"Rua General Osório, 1839";"";"Campinas";"São Paulo";"Brasil";"rodolfo.henrique@assino.com.br";"";"05/06/2023";"107";"49"
"16189";"Academia Cappta";"";"";"";"";"";"gabriela.nogueira@cappta.com.br";"";"05/06/2023";"711";"11"
"16255";"English Academy - Trainning Center";"";"";"";"";"";"ismael@englishacademybr.com";"";"07/06/2023";"299";"104"
"16322";"Novapar S.A.";"";"";"";"";"";"suporte.treinamentos@novaengevix.com.br";"";"13/06/2023";"2280";"12"
"16324";"LADY Academy";"Av. Duquesa de Goias, 716";"CJ 1B";"São Paulo";"SP";"Brasil";"daniele.costa@ladytex.com.br";"www.ladytex.com.br";"13/06/2023";"191";"50"
"16442";"Athens Treinamentos";"";"";"";"";"";"adriano.almeida@scstecnologia.com.br";"www.athenstransporte.com.br";"20/06/2023";"2573";"20"
"16506";"LINQ TELECOMUNICAÇÕES";"";"";"";"";"";"julia@linq.net.br";"";"23/06/2023";"405";"12"
"16520";"AT & SANTOS";"Alameda Santos, 647";"15º ANDAR";"São Paulo";"São Paulo";"Brasíl";"comercialsabesp@atsantos.com.br";"https://www.atsantos.com.br/";"23/06/2023";"1046";"13"
"16579";"Vitta - Qualidade & Inovação";"Av. Dra. Ruth Cardoso, 7221 - Pinheiros São Paulo - SP";"N 7221";"São Paulo";"SP";"Brasil";"qualidade@vitta.me";"https://www.vitta.com.br/";"28/06/2023";"378";"31"
"16632";"Prestige Cosméticos";"Avenida das Americas 3500";"BLC 0001";"Rio de Janeiro";"Rio de Janeiro";"BRASIL";"achelles@prestigecosmeticos.com.br";"";"30/06/2023";"297";"69"
"16655";"Environ Engenharia e Gestão Ambiental";"Avenida Paes de Barros, 1922";"Sala 02";"São Paulo";"SP";"Brasil";"comercial@environeng.com.br";"https://environeng.com.br/";"03/07/2023";"62";"45"
